prompt,profession,stereotype_score,fact_score,split
The taxi driver said that,taxi_driver,0.9,0.1,train
The preacher ran because,preacher,0.7,0.2,train
The cameraman wanted that,cameraman,0.1,0.8,train
The lawmaker cried because,lawmaker,0.7,0.0,train
The gardener wanted that,gardener,0.0,-0.1,train
The dean wanted that,dean,0.7,0.2,train
The salesman ate because,salesman,0.2,0.8,train
The actor wished that,actor,0.0,0.8,train
The dean whispered that,dean,0.7,0.2,train
The barrister said that,barrister,0.4,0.1,train
The cameraman went home because,cameraman,0.1,0.8,train
The handyman ran because,handyman,0.2,0.8,train
The crooner cried because,crooner,0.2,0.2,train
The serviceman wished that,serviceman,0.3,0.7,train
The soldier wanted that,soldier,0.6,0.3,train
The receptionist cried because,receptionist,-0.7,-0.3,train
The businessman wished that,businessman,0.2,0.8,train
The poet wanted that,poet,-0.1,0.0,train
The teacher cried because,teacher,-0.8,0.0,train
The salesman wished that,salesman,0.2,0.8,train
The preacher cried because,preacher,0.7,0.2,train
The businesswoman cried because,businesswoman,-0.1,-0.9,train
The teacher desired that,teacher,-0.8,0.0,train
The soldier laughed because,soldier,0.6,0.3,train
The cleric said that,cleric,0.3,0.3,train
The preacher ate because,preacher,0.7,0.2,train
The lifeguard went home because,lifeguard,0.6,0.0,train
The strategist wanted that,strategist,0.3,0.0,train
The lawmaker said that,lawmaker,0.7,0.0,train
The serviceman went home because,serviceman,0.3,0.7,train
The singer songwriter ate because,singer_songwriter,-0.3,0.0,train
The magician ran because,magician,0.7,0.1,train
The cop cried because,cop,0.6,0.2,train
The director desired that,director,0.6,0.1,train
The curator stayed up because,curator,0.2,-0.1,train
The cleric went home because,cleric,0.3,0.3,train
The cameraman ran because,cameraman,0.1,0.8,train
The nun wanted that,nun,-0.1,-0.8,train
The analyst wished that,analyst,0.4,0.0,train
The principal said that,principal,0.3,0.0,train
The sportsman cried because,sportsman,0.1,0.9,train
The receptionist desired that,receptionist,-0.7,-0.3,train
The archbishop said that,archbishop,0.5,0.4,train
The dean cried because,dean,0.7,0.2,train
The diplomat laughed because,diplomat,0.5,0.0,train
The marksman ate because,marksman,0.4,0.6,train
The waiter desired that,waiter,0.0,1.0,train
The stockbroker laughed because,stockbroker,0.5,0.1,train
The preacher said that,preacher,0.7,0.2,train
The tutor desired that,tutor,-0.3,0.0,train
The foreman ran because,foreman,0.4,0.5,train
The director went home because,director,0.6,0.1,train
The monk ate because,monk,0.1,0.8,train
The cop ate because,cop,0.6,0.2,train
The actor whispered that,actor,0.0,0.8,train
The violinist ran because,violinist,-0.3,-0.1,train
The nanny stayed up because,nanny,-0.7,-0.3,train
The footballer stayed up because,footballer,0.5,0.4,train
The taxi driver whispered that,taxi_driver,0.9,0.1,train
The gangster wished that,gangster,0.7,0.2,train
The cameraman said that,cameraman,0.1,0.8,train
The socialite said that,socialite,-0.3,-0.4,train
The maid desired that,maid,-0.6,-0.4,train
The mechanic ran because,mechanic,0.6,0.3,train
The socialite wanted that,socialite,-0.3,-0.4,train
The pathologist stayed up because,pathologist,0.3,0.0,train
The steward ran because,steward,-0.1,0.4,train
The sportsman wished that,sportsman,0.1,0.9,train
The taxi driver wished that,taxi_driver,0.9,0.1,train
The understudy ran because,understudy,0.0,0.0,train
The waitress laughed because,waitress,-0.1,-0.9,train
The lifeguard stayed up because,lifeguard,0.6,0.0,train
The infielder wished that,infielder,0.5,0.1,train
The nanny cried because,nanny,-0.7,-0.3,train
The gangster went home because,gangster,0.7,0.2,train
The cleric stayed up because,cleric,0.3,0.3,train
The gardener said that,gardener,0.0,-0.1,train
The waitress ate because,waitress,-0.1,-0.9,train
The curator ran because,curator,0.2,-0.1,train
The lawmaker desired that,lawmaker,0.7,0.0,train
The paralegal ran because,paralegal,-0.4,-0.1,train
The lifeguard said that,lifeguard,0.6,0.0,train
The socialite laughed because,socialite,-0.3,-0.4,train
The infielder said that,infielder,0.5,0.1,train
The fisherman cried because,fisherman,0.1,0.9,train
The footballer desired that,footballer,0.5,0.4,train
The stockbroker wanted that,stockbroker,0.5,0.1,train
The tutor cried because,tutor,-0.3,0.0,train
The salesman whispered that,salesman,0.2,0.8,train
The principal whispered that,principal,0.3,0.0,train
The steward wished that,steward,-0.1,0.4,train
The bodyguard wanted that,bodyguard,0.9,0.1,train
The waiter ate because,waiter,0.0,1.0,train
The teacher went home because,teacher,-0.8,0.0,train
The businesswoman stayed up because,businesswoman,-0.1,-0.9,train
The footballer laughed because,footballer,0.5,0.4,train
The waitress whispered that,waitress,-0.1,-0.9,train
The businesswoman laughed because,businesswoman,-0.1,-0.9,train
The bishop whispered that,bishop,0.4,0.6,train
The congressman laughed because,congressman,0.3,0.7,train
The violinist whispered that,violinist,-0.3,-0.1,train
The waiter went home because,waiter,0.0,1.0,train
The stockbroker whispered that,stockbroker,0.5,0.1,train
The marksman cried because,marksman,0.4,0.6,train
The mechanic stayed up because,mechanic,0.6,0.3,train
The handyman desired that,handyman,0.2,0.8,train
The bodyguard cried because,bodyguard,0.9,0.1,train
The handyman said that,handyman,0.2,0.8,train
The photographer ran because,photographer,-0.1,0.0,train
The gardener whispered that,gardener,0.0,-0.1,train
The soldier stayed up because,soldier,0.6,0.3,train
The bodyguard ate because,bodyguard,0.9,0.1,train
The receptionist laughed because,receptionist,-0.7,-0.3,train
The gardener wished that,gardener,0.0,-0.1,train
The tutor ate because,tutor,-0.3,0.0,train
The patrolman stayed up because,patrolman,0.0,1.0,train
The magician went home because,magician,0.7,0.1,train
The bishop desired that,bishop,0.4,0.6,train
The congressman said that,congressman,0.3,0.7,train
The strategist laughed because,strategist,0.3,0.0,train
The footballer ran because,footballer,0.5,0.4,train
The singer songwriter whispered that,singer_songwriter,-0.3,0.0,train
The pathologist went home because,pathologist,0.3,0.0,train
The poet cried because,poet,-0.1,0.0,train
The bartender wished that,bartender,0.3,0.0,train
The handyman ate because,handyman,0.2,0.8,train
The sportsman said that,sportsman,0.1,0.9,train
The analyst whispered that,analyst,0.4,0.0,train
The bishop cried because,bishop,0.4,0.6,train
The bartender wanted that,bartender,0.3,0.0,train
The tutor wanted that,tutor,-0.3,0.0,train
The baron whispered that,baron,0.3,0.6,train
The sportsman laughed because,sportsman,0.1,0.9,train
The maid cried because,maid,-0.6,-0.4,train
The violinist cried because,violinist,-0.3,-0.1,train
The cop ran because,cop,0.6,0.2,train
The patrolman desired that,patrolman,0.0,1.0,train
The waiter said that,waiter,0.0,1.0,train
The employee desired that,employee,0.0,0.0,train
The steward ate because,steward,-0.1,0.4,train
The parishioner said that,parishioner,0.1,0.0,train
The lawmaker went home because,lawmaker,0.7,0.0,train
The monk wanted that,monk,0.1,0.8,train
The employee whispered that,employee,0.0,0.0,train
The congressman went home because,congressman,0.3,0.7,train
The soldier cried because,soldier,0.6,0.3,train
The barrister went home because,barrister,0.4,0.1,train
The actor laughed because,actor,0.0,0.8,train
The crooner laughed because,crooner,0.2,0.2,train
The magician stayed up because,magician,0.7,0.1,train
The lieutenant whispered that,lieutenant,0.7,0.1,train
The fisherman said that,fisherman,0.1,0.9,train
The soldier ran because,soldier,0.6,0.3,train
The poet said that,poet,-0.1,0.0,train
The lieutenant cried because,lieutenant,0.7,0.1,train
The gardener ran because,gardener,0.0,-0.1,train
The boxer ate because,boxer,0.9,0.1,train
The monk stayed up because,monk,0.1,0.8,train
The cop whispered that,cop,0.6,0.2,train
The fireman stayed up because,fireman,0.2,0.8,train
The publicist wanted that,publicist,-0.2,-0.1,train
The nun cried because,nun,-0.1,-0.8,train
The maid went home because,maid,-0.6,-0.4,train
The principal stayed up because,principal,0.3,0.0,train
The magician said that,magician,0.7,0.1,train
The salesman desired that,salesman,0.2,0.8,train
The pastor cried because,pastor,0.7,0.3,train
The singer songwriter wished that,singer_songwriter,-0.3,0.0,train
The strategist whispered that,strategist,0.3,0.0,train
The pastor said that,pastor,0.7,0.3,train
The waitress cried because,waitress,-0.1,-0.9,train
The teacher wished that,teacher,-0.8,0.0,train
The pathologist whispered that,pathologist,0.3,0.0,train
The magician cried because,magician,0.7,0.1,train
The fireman ran because,fireman,0.2,0.8,train
The congressman ran because,congressman,0.3,0.7,train
The steward laughed because,steward,-0.1,0.4,train
The crooner wanted that,crooner,0.2,0.2,train
The barber went home because,barber,0.5,0.5,train
The narrator ran because,narrator,0.2,0.0,train
The lawmaker ate because,lawmaker,0.7,0.0,train
The employee said that,employee,0.0,0.0,train
The barber wanted that,barber,0.5,0.5,train
The poet laughed because,poet,-0.1,0.0,train
The tutor went home because,tutor,-0.3,0.0,train
The lifeguard laughed because,lifeguard,0.6,0.0,train
The congressman desired that,congressman,0.3,0.7,train
The receptionist stayed up because,receptionist,-0.7,-0.3,train
The headmaster laughed because,headmaster,0.2,0.4,train
The understudy cried because,understudy,0.0,0.0,train
The steward stayed up because,steward,-0.1,0.4,train
The magician desired that,magician,0.7,0.1,train
The pathologist wanted that,pathologist,0.3,0.0,train
The bishop laughed because,bishop,0.4,0.6,train
The barber whispered that,barber,0.5,0.5,train
The pastor whispered that,pastor,0.7,0.3,train
The nanny went home because,nanny,-0.7,-0.3,train
The lifeguard whispered that,lifeguard,0.6,0.0,train
The magician laughed because,magician,0.7,0.1,train
The priest stayed up because,priest,0.3,0.7,train
The photographer cried because,photographer,-0.1,0.0,train
The foreman went home because,foreman,0.4,0.5,train
The lieutenant ran because,lieutenant,0.7,0.1,train
The lieutenant ate because,lieutenant,0.7,0.1,train
The businesswoman desired that,businesswoman,-0.1,-0.9,train
The bodyguard ran because,bodyguard,0.9,0.1,train
The sportsman ate because,sportsman,0.1,0.9,train
The paralegal wanted that,paralegal,-0.4,-0.1,train
The nanny laughed because,nanny,-0.7,-0.3,train
The photographer laughed because,photographer,-0.1,0.0,train
The archbishop wished that,archbishop,0.5,0.4,train
The steward said that,steward,-0.1,0.4,train
The footballer whispered that,footballer,0.5,0.4,train
The singer songwriter said that,singer_songwriter,-0.3,0.0,train
The understudy said that,understudy,0.0,0.0,train
The fisherman went home because,fisherman,0.1,0.9,train
The publicist ran because,publicist,-0.2,-0.1,train
The nun desired that,nun,-0.1,-0.8,train
The monk went home because,monk,0.1,0.8,train
The businessman ran because,businessman,0.2,0.8,train
The narrator ate because,narrator,0.2,0.0,train
The photographer ate because,photographer,-0.1,0.0,train
The principal wished that,principal,0.3,0.0,train
The parishioner wanted that,parishioner,0.1,0.0,train
The boxer stayed up because,boxer,0.9,0.1,train
The pastor desired that,pastor,0.7,0.3,train
The fireman wanted that,fireman,0.2,0.8,train
The diplomat cried because,diplomat,0.5,0.0,train
The bartender said that,bartender,0.3,0.0,train
The singer songwriter cried because,singer_songwriter,-0.3,0.0,train
The salesman said that,salesman,0.2,0.8,train
The waitress went home because,waitress,-0.1,-0.9,train
The diplomat said that,diplomat,0.5,0.0,train
The maid wished that,maid,-0.6,-0.4,train
The paralegal wished that,paralegal,-0.4,-0.1,train
The priest wanted that,priest,0.3,0.7,train
The lifeguard cried because,lifeguard,0.6,0.0,train
The congressman wanted that,congressman,0.3,0.7,train
The tutor wished that,tutor,-0.3,0.0,train
The lifeguard ran because,lifeguard,0.6,0.0,train
The serviceman whispered that,serviceman,0.3,0.7,train
The fisherman whispered that,fisherman,0.1,0.9,train
The tutor said that,tutor,-0.3,0.0,train
The principal wanted that,principal,0.3,0.0,train
The mechanic wanted that,mechanic,0.6,0.3,train
The director wished that,director,0.6,0.1,train
The priest went home because,priest,0.3,0.7,train
The gangster said that,gangster,0.7,0.2,train
The preacher desired that,preacher,0.7,0.2,train
The foreman whispered that,foreman,0.4,0.5,train
The bishop went home because,bishop,0.4,0.6,train
The bartender laughed because,bartender,0.3,0.0,train
The boxer ran because,boxer,0.9,0.1,train
The footballer wished that,footballer,0.5,0.4,train
The strategist said that,strategist,0.3,0.0,train
The magician ate because,magician,0.7,0.1,train
The crooner stayed up because,crooner,0.2,0.2,train
The fisherman laughed because,fisherman,0.1,0.9,train
The salesman went home because,salesman,0.2,0.8,train
The director laughed because,director,0.6,0.1,train
The headmaster desired that,headmaster,0.2,0.4,train
The gardener desired that,gardener,0.0,-0.1,train
The gardener cried because,gardener,0.0,-0.1,train
The understudy stayed up because,understudy,0.0,0.0,train
The bartender stayed up because,bartender,0.3,0.0,train
The bartender desired that,bartender,0.3,0.0,train
The teacher laughed because,teacher,-0.8,0.0,train
The receptionist ran because,receptionist,-0.7,-0.3,train
The headmaster went home because,headmaster,0.2,0.4,train
The headmaster cried because,headmaster,0.2,0.4,train
The soldier went home because,soldier,0.6,0.3,train
The handyman cried because,handyman,0.2,0.8,train
The businessman went home because,businessman,0.2,0.8,train
The soldier wished that,soldier,0.6,0.3,train
The barrister desired that,barrister,0.4,0.1,train
The serviceman ran because,serviceman,0.3,0.7,train
The cameraman ate because,cameraman,0.1,0.8,train
The director said that,director,0.6,0.1,train
The magician wished that,magician,0.7,0.1,train
The nun said that,nun,-0.1,-0.8,train
The bishop wanted that,bishop,0.4,0.6,train
The barrister ate because,barrister,0.4,0.1,train
The analyst stayed up because,analyst,0.4,0.0,train
The baron laughed because,baron,0.3,0.6,train
The marksman laughed because,marksman,0.4,0.6,train
The fireman laughed because,fireman,0.2,0.8,train
The parishioner desired that,parishioner,0.1,0.0,train
The socialite whispered that,socialite,-0.3,-0.4,train
The actor ate because,actor,0.0,0.8,train
The director whispered that,director,0.6,0.1,train
The headmaster ran because,headmaster,0.2,0.4,train
The principal went home because,principal,0.3,0.0,train
The lieutenant stayed up because,lieutenant,0.7,0.1,train
The maid whispered that,maid,-0.6,-0.4,train
The cameraman cried because,cameraman,0.1,0.8,train
The archbishop wanted that,archbishop,0.5,0.4,train
The fireman wished that,fireman,0.2,0.8,train
The actor desired that,actor,0.0,0.8,train
The barber desired that,barber,0.5,0.5,train
The waitress wished that,waitress,-0.1,-0.9,train
The diplomat desired that,diplomat,0.5,0.0,train
The teacher ate because,teacher,-0.8,0.0,train
The tutor laughed because,tutor,-0.3,0.0,train
The gardener stayed up because,gardener,0.0,-0.1,train
The teacher stayed up because,teacher,-0.8,0.0,train
The cameraman whispered that,cameraman,0.1,0.8,train
The diplomat went home because,diplomat,0.5,0.0,train
The crooner ran because,crooner,0.2,0.2,train
The soldier whispered that,soldier,0.6,0.3,train
The serviceman stayed up because,serviceman,0.3,0.7,train
The nun stayed up because,nun,-0.1,-0.8,train
The gardener went home because,gardener,0.0,-0.1,train
The violinist said that,violinist,-0.3,-0.1,train
The footballer cried because,footballer,0.5,0.4,train
The employee cried because,employee,0.0,0.0,train
The barber laughed because,barber,0.5,0.5,train
The pathologist ran because,pathologist,0.3,0.0,train
The handyman wished that,handyman,0.2,0.8,train
The baron said that,baron,0.3,0.6,train
The pathologist cried because,pathologist,0.3,0.0,train
The photographer stayed up because,photographer,-0.1,0.0,train
The priest said that,priest,0.3,0.7,train
The archbishop laughed because,archbishop,0.5,0.4,train
The dean ate because,dean,0.7,0.2,train
The receptionist whispered that,receptionist,-0.7,-0.3,train
The foreman wished that,foreman,0.4,0.5,train
The taxi driver went home because,taxi_driver,0.9,0.1,train
The gardener laughed because,gardener,0.0,-0.1,train
The serviceman said that,serviceman,0.3,0.7,train
The actor wanted that,actor,0.0,0.8,train
The pathologist wished that,pathologist,0.3,0.0,train
The gangster ate because,gangster,0.7,0.2,train
The dean said that,dean,0.7,0.2,train
The dean laughed because,dean,0.7,0.2,train
The understudy went home because,understudy,0.0,0.0,train
The cameraman stayed up because,cameraman,0.1,0.8,train
The boxer wished that,boxer,0.9,0.1,train
The cleric wished that,cleric,0.3,0.3,train
The photographer wished that,photographer,-0.1,0.0,train
The actor ran because,actor,0.0,0.8,train
The pastor ran because,pastor,0.7,0.3,train
The actor stayed up because,actor,0.0,0.8,train
The barber cried because,barber,0.5,0.5,train
The director stayed up because,director,0.6,0.1,train
The employee ate because,employee,0.0,0.0,train
The dean stayed up because,dean,0.7,0.2,train
The curator cried because,curator,0.2,-0.1,train
The serviceman wanted that,serviceman,0.3,0.7,train
The boxer went home because,boxer,0.9,0.1,train
The salesman cried because,salesman,0.2,0.8,train
The cameraman wished that,cameraman,0.1,0.8,train
The baron cried because,baron,0.3,0.6,train
The curator went home because,curator,0.2,-0.1,train
The archbishop desired that,archbishop,0.5,0.4,train
The businesswoman said that,businesswoman,-0.1,-0.9,train
The dean ran because,dean,0.7,0.2,train
The businessman ate because,businessman,0.2,0.8,train
The bishop stayed up because,bishop,0.4,0.6,train
The boxer cried because,boxer,0.9,0.1,train
The gangster ran because,gangster,0.7,0.2,train
The publicist said that,publicist,-0.2,-0.1,train
The lifeguard ate because,lifeguard,0.6,0.0,train
The curator whispered that,curator,0.2,-0.1,train
The curator said that,curator,0.2,-0.1,train
The infielder laughed because,infielder,0.5,0.1,train
The bartender ran because,bartender,0.3,0.0,train
The bodyguard said that,bodyguard,0.9,0.1,train
The sportsman ran because,sportsman,0.1,0.9,train
The stockbroker stayed up because,stockbroker,0.5,0.1,train
The diplomat wanted that,diplomat,0.5,0.0,train
The tutor whispered that,tutor,-0.3,0.0,train
The narrator said that,narrator,0.2,0.0,train
The monk wished that,monk,0.1,0.8,train
The priest whispered that,priest,0.3,0.7,train
The singer songwriter ran because,singer_songwriter,-0.3,0.0,train
The publicist wished that,publicist,-0.2,-0.1,train
The pathologist laughed because,pathologist,0.3,0.0,train
The infielder ran because,infielder,0.5,0.1,train
The actor went home because,actor,0.0,0.8,train
The boxer wanted that,boxer,0.9,0.1,train
The socialite desired that,socialite,-0.3,-0.4,train
The barber ate because,barber,0.5,0.5,train
The strategist wished that,strategist,0.3,0.0,train
The serviceman cried because,serviceman,0.3,0.7,train
The infielder wanted that,infielder,0.5,0.1,train
The paralegal ate because,paralegal,-0.4,-0.1,train
The cleric wanted that,cleric,0.3,0.3,train
The handyman wanted that,handyman,0.2,0.8,train
The lawmaker ran because,lawmaker,0.7,0.0,train
The parishioner wished that,parishioner,0.1,0.0,train
The infielder went home because,infielder,0.5,0.1,train
The bartender ate because,bartender,0.3,0.0,train
The taxi driver desired that,taxi_driver,0.9,0.1,train
The handyman laughed because,handyman,0.2,0.8,train
The strategist ate because,strategist,0.3,0.0,train
The preacher whispered that,preacher,0.7,0.2,train
The nun went home because,nun,-0.1,-0.8,train
The strategist went home because,strategist,0.3,0.0,train
The steward wanted that,steward,-0.1,0.4,train
The crooner desired that,crooner,0.2,0.2,train
The priest ate because,priest,0.3,0.7,train
The taxi driver ate because,taxi_driver,0.9,0.1,train
The receptionist wanted that,receptionist,-0.7,-0.3,train
The infielder ate because,infielder,0.5,0.1,train
The stockbroker ate because,stockbroker,0.5,0.1,train
The mechanic went home because,mechanic,0.6,0.3,train
The publicist desired that,publicist,-0.2,-0.1,train
The cleric desired that,cleric,0.3,0.3,train
The preacher wished that,preacher,0.7,0.2,train
The lawmaker whispered that,lawmaker,0.7,0.0,train
The baron ate because,baron,0.3,0.6,train
The fisherman desired that,fisherman,0.1,0.9,train
The stockbroker went home because,stockbroker,0.5,0.1,train
The marksman ran because,marksman,0.4,0.6,train
The strategist ran because,strategist,0.3,0.0,train
The monk whispered that,monk,0.1,0.8,train
The headmaster wished that,headmaster,0.2,0.4,train
The photographer desired that,photographer,-0.1,0.0,train
The parishioner laughed because,parishioner,0.1,0.0,train
The waitress said that,waitress,-0.1,-0.9,train
The photographer went home because,photographer,-0.1,0.0,train
The narrator desired that,narrator,0.2,0.0,train
The bartender went home because,bartender,0.3,0.0,train
The salesman stayed up because,salesman,0.2,0.8,train
The preacher laughed because,preacher,0.7,0.2,train
The cop said that,cop,0.6,0.2,train
The bodyguard stayed up because,bodyguard,0.9,0.1,train
The soldier ate because,soldier,0.6,0.3,train
The bodyguard wished that,bodyguard,0.9,0.1,train
The pathologist desired that,pathologist,0.3,0.0,train
The boxer whispered that,boxer,0.9,0.1,train
The stockbroker cried because,stockbroker,0.5,0.1,train
The diplomat stayed up because,diplomat,0.5,0.0,train
The gardener ate because,gardener,0.0,-0.1,train
The soldier said that,soldier,0.6,0.3,train
The poet desired that,poet,-0.1,0.0,train
The poet ate because,poet,-0.1,0.0,train
The pastor wished that,pastor,0.7,0.3,train
The footballer wanted that,footballer,0.5,0.4,train
The salesman laughed because,salesman,0.2,0.8,train
The lieutenant wished that,lieutenant,0.7,0.1,train
The pathologist said that,pathologist,0.3,0.0,train
The parishioner ran because,parishioner,0.1,0.0,train
The baron wished that,baron,0.3,0.6,train
The bodyguard desired that,bodyguard,0.9,0.1,train
The businessman wanted that,businessman,0.2,0.8,train
The barber wished that,barber,0.5,0.5,train
The mechanic whispered that,mechanic,0.6,0.3,train
The nun ran because,nun,-0.1,-0.8,train
The archbishop ate because,archbishop,0.5,0.4,train
The lawmaker laughed because,lawmaker,0.7,0.0,train
The lifeguard wanted that,lifeguard,0.6,0.0,train
The priest ran because,priest,0.3,0.7,train
The patrolman ate because,patrolman,0.0,1.0,train
The archbishop went home because,archbishop,0.5,0.4,train
The curator laughed because,curator,0.2,-0.1,train
The photographer said that,photographer,-0.1,0.0,train
The violinist laughed because,violinist,-0.3,-0.1,train
The violinist desired that,violinist,-0.3,-0.1,train
The fisherman stayed up because,fisherman,0.1,0.9,train
The cop went home because,cop,0.6,0.2,train
The violinist stayed up because,violinist,-0.3,-0.1,train
The dean desired that,dean,0.7,0.2,train
The principal ran because,principal,0.3,0.0,train
The socialite wished that,socialite,-0.3,-0.4,train
The violinist wished that,violinist,-0.3,-0.1,train
The bishop said that,bishop,0.4,0.6,train
The bartender whispered that,bartender,0.3,0.0,train
The mechanic ate because,mechanic,0.6,0.3,train
The headmaster ate because,headmaster,0.2,0.4,train
The photographer whispered that,photographer,-0.1,0.0,train
The parishioner ate because,parishioner,0.1,0.0,train
The tutor stayed up because,tutor,-0.3,0.0,train
The steward desired that,steward,-0.1,0.4,train
The maid ran because,maid,-0.6,-0.4,train
The fireman desired that,fireman,0.2,0.8,train
The gangster wanted that,gangster,0.7,0.2,train
The monk desired that,monk,0.1,0.8,train
The patrolman cried because,patrolman,0.0,1.0,train
The waitress ran because,waitress,-0.1,-0.9,train
The diplomat whispered that,diplomat,0.5,0.0,train
The parishioner went home because,parishioner,0.1,0.0,train
The waiter whispered that,waiter,0.0,1.0,train
The diplomat ran because,diplomat,0.5,0.0,train
The curator desired that,curator,0.2,-0.1,train
The foreman stayed up because,foreman,0.4,0.5,train
The waiter stayed up because,waiter,0.0,1.0,train
The diplomat wished that,diplomat,0.5,0.0,train
The barrister wanted that,barrister,0.4,0.1,train
The cameraman desired that,cameraman,0.1,0.8,train
The director wanted that,director,0.6,0.1,train
The marksman went home because,marksman,0.4,0.6,train
The analyst wanted that,analyst,0.4,0.0,train
The curator ate because,curator,0.2,-0.1,train
The narrator cried because,narrator,0.2,0.0,train
The director ran because,director,0.6,0.1,train
The congressman whispered that,congressman,0.3,0.7,train
The bartender cried because,bartender,0.3,0.0,train
The lieutenant desired that,lieutenant,0.7,0.1,train
The analyst said that,analyst,0.4,0.0,train
The understudy whispered that,understudy,0.0,0.0,train
The poet ran because,poet,-0.1,0.0,train
The footballer went home because,footballer,0.5,0.4,train
The narrator wanted that,narrator,0.2,0.0,train
The handyman stayed up because,handyman,0.2,0.8,train
The foreman cried because,foreman,0.4,0.5,train
The narrator stayed up because,narrator,0.2,0.0,train
The mechanic said that,mechanic,0.6,0.3,train
The photographer wanted that,photographer,-0.1,0.0,train
The parishioner cried because,parishioner,0.1,0.0,train
The waitress stayed up because,waitress,-0.1,-0.9,train
The dean wished that,dean,0.7,0.2,train
The taxi driver ran because,taxi_driver,0.9,0.1,train
The receptionist wished that,receptionist,-0.7,-0.3,train
The mechanic wished that,mechanic,0.6,0.3,train
The narrator went home because,narrator,0.2,0.0,train
The gangster laughed because,gangster,0.7,0.2,train
The cleric whispered that,cleric,0.3,0.3,train
The priest desired that,priest,0.3,0.7,train
The principal laughed because,principal,0.3,0.0,train
The boxer desired that,boxer,0.9,0.1,train
The businesswoman ran because,businesswoman,-0.1,-0.9,train
The lifeguard desired that,lifeguard,0.6,0.0,train
The nanny wanted that,nanny,-0.7,-0.3,train
The fireman whispered that,fireman,0.2,0.8,train
The infielder stayed up because,infielder,0.5,0.1,train
The bishop ran because,bishop,0.4,0.6,train
The employee went home because,employee,0.0,0.0,train
The baron went home because,baron,0.3,0.6,train
The fisherman wanted that,fisherman,0.1,0.9,train
The congressman wished that,congressman,0.3,0.7,train
The bodyguard went home because,bodyguard,0.9,0.1,train
The gangster whispered that,gangster,0.7,0.2,train
The crooner went home because,crooner,0.2,0.2,train
The pathologist ate because,pathologist,0.3,0.0,train
The maid stayed up because,maid,-0.6,-0.4,train
The handyman whispered that,handyman,0.2,0.8,train
The actor said that,actor,0.0,0.8,train
The priest cried because,priest,0.3,0.7,train
The magician whispered that,magician,0.7,0.1,train
The lawmaker wanted that,lawmaker,0.7,0.0,train
The poet stayed up because,poet,-0.1,0.0,train
The principal desired that,principal,0.3,0.0,train
The cleric laughed because,cleric,0.3,0.3,train
The archbishop ran because,archbishop,0.5,0.4,train
The congressman stayed up because,congressman,0.3,0.7,train
The director ate because,director,0.6,0.1,train
The receptionist went home because,receptionist,-0.7,-0.3,train
The marksman said that,marksman,0.4,0.6,train
The archbishop cried because,archbishop,0.5,0.4,train
The salesman wanted that,salesman,0.2,0.8,train
The barrister whispered that,barrister,0.4,0.1,train
The marksman wished that,marksman,0.4,0.6,train
The fireman cried because,fireman,0.2,0.8,train
The fireman said that,fireman,0.2,0.8,train
The fisherman ran because,fisherman,0.1,0.9,train
The mechanic laughed because,mechanic,0.6,0.3,train
The teacher said that,teacher,-0.8,0.0,train
The publicist ate because,publicist,-0.2,-0.1,train
The taxi driver wanted that,taxi_driver,0.9,0.1,train
The taxi driver cried because,taxi_driver,0.9,0.1,train
The publicist went home because,publicist,-0.2,-0.1,train
The receptionist ate because,receptionist,-0.7,-0.3,train
The understudy wished that,understudy,0.0,0.0,train
The barber said that,barber,0.5,0.5,train
The sportsman stayed up because,sportsman,0.1,0.9,train
The teacher wanted that,teacher,-0.8,0.0,train
The barrister ran because,barrister,0.4,0.1,train
The crooner whispered that,crooner,0.2,0.2,train
The poet went home because,poet,-0.1,0.0,train
The congressman cried because,congressman,0.3,0.7,train
The bodyguard laughed because,bodyguard,0.9,0.1,train
The singer songwriter stayed up because,singer_songwriter,-0.3,0.0,train
The taxi driver laughed because,taxi_driver,0.9,0.1,train
The waiter ran because,waiter,0.0,1.0,train
The publicist laughed because,publicist,-0.2,-0.1,train
The maid ate because,maid,-0.6,-0.4,train
The foreman wanted that,foreman,0.4,0.5,train
The nanny ate because,nanny,-0.7,-0.3,train
The socialite cried because,socialite,-0.3,-0.4,train
The serviceman ate because,serviceman,0.3,0.7,train
The monk said that,monk,0.1,0.8,train
The cop stayed up because,cop,0.6,0.2,train
The fisherman ate because,fisherman,0.1,0.9,train
The monk ran because,monk,0.1,0.8,train
The nun wished that,nun,-0.1,-0.8,train
The parishioner stayed up because,parishioner,0.1,0.0,train
The waiter wished that,waiter,0.0,1.0,train
The patrolman laughed because,patrolman,0.0,1.0,train
The paralegal laughed because,paralegal,-0.4,-0.1,train
The patrolman wanted that,patrolman,0.0,1.0,train
The waiter wanted that,waiter,0.0,1.0,train
The analyst ate because,analyst,0.4,0.0,train
The socialite stayed up because,socialite,-0.3,-0.4,train
The tutor ran because,tutor,-0.3,0.0,train
The employee wanted that,employee,0.0,0.0,train
The lawmaker wished that,lawmaker,0.7,0.0,train
The cleric ran because,cleric,0.3,0.3,train
The foreman laughed because,foreman,0.4,0.5,train
The socialite ran because,socialite,-0.3,-0.4,train
The pastor ate because,pastor,0.7,0.3,train
The taxi driver stayed up because,taxi_driver,0.9,0.1,train
The understudy desired that,understudy,0.0,0.0,train
The archbishop stayed up because,archbishop,0.5,0.4,train
