prompt,profession,stereotype_score,fact_score,split
The acquaintance cried because,acquaintance,0.0,0.0,train
The radiologist laughed because,radiologist,-0.3,0.0,train
The researcher desired that,researcher,0.1,0.0,train
The economics professor wished that,economics_professor,0.6,0.1,train
The detective laughed because,detective,0.5,0.1,train
The psychiatrist whispered that,psychiatrist,-0.2,0.0,train
The author laughed because,author,0.1,0.0,train
The sociologist whispered that,sociologist,-0.2,0.0,train
The magistrate went home because,magistrate,0.8,0.0,train
The vice chancellor cried because,vice_chancellor,0.6,0.0,train
The painter wished that,painter,0.2,0.0,train
The jeweler wished that,jeweler,0.3,0.1,train
The rabbi wished that,rabbi,0.6,0.2,train
The programmer stayed up because,programmer,0.6,0.2,train
The nurse said that,nurse,-0.9,-0.1,train
The caretaker desired that,caretaker,-0.9,0.0,train
The acquaintance ate because,acquaintance,0.0,0.0,train
The counselor wanted that,counselor,-0.1,0.0,train
The firebrand said that,firebrand,0.1,0.0,train
The anthropologist whispered that,anthropologist,0.4,0.0,train
The screenwriter stayed up because,screenwriter,0.4,0.1,train
The athletic director wanted that,athletic_director,0.7,0.1,train
The pediatrician wanted that,pediatrician,-0.2,0.0,train
The valedictorian stayed up because,valedictorian,0.0,0.0,train
The rabbi went home because,rabbi,0.6,0.2,train
The ranger went home because,ranger,0.7,0.2,train
The skipper desired that,skipper,0.7,0.1,train
The citizen said that,citizen,0.0,0.0,train
The protester ran because,protester,0.0,-0.1,train
The butcher wanted that,butcher,0.9,0.1,train
The nurse ate because,nurse,-0.9,-0.1,train
The counselor stayed up because,counselor,-0.1,0.0,train
The economist went home because,economist,0.5,0.1,train
The journalist said that,journalist,0.3,-0.1,train
The accountant desired that,accountant,0.4,0.0,train
The environmentalist wished that,environmentalist,-0.4,0.0,train
The doctoral student desired that,doctoral_student,0.3,0.0,train
The confesses said that,confesses,0.0,0.0,train
The associate dean went home because,associate_dean,0.4,0.0,train
The musician laughed because,musician,0.0,0.0,train
The psychiatrist laughed because,psychiatrist,-0.2,0.0,train
The assistant professor said that,assistant_professor,0.4,0.1,train
The assistant professor stayed up because,assistant_professor,0.4,0.1,train
The aide laughed because,aide,-0.2,0.0,train
The mediator wanted that,mediator,-0.2,0.0,train
The boss said that,boss,0.7,0.0,train
The drug addict stayed up because,drug_addict,0.0,0.0,train
The homemaker ate because,homemaker,-0.9,-0.1,train
The composer wished that,composer,0.4,0.1,train
The environmentalist ate because,environmentalist,-0.4,0.0,train
The major leaguer stayed up because,major_leaguer,0.7,0.2,train
The adventurer wanted that,adventurer,0.5,0.0,train
The trumpeter laughed because,trumpeter,0.2,0.0,train
The collector ran because,collector,0.4,0.0,train
The councilor went home because,councilor,-0.1,-0.1,train
The guidance counselor wished that,guidance_counselor,0.0,0.0,train
The psychologist stayed up because,psychologist,0.0,0.0,train
The doctoral student said that,doctoral_student,0.3,0.0,train
The investment banker whispered that,investment_banker,0.7,0.1,train
The campaigner stayed up because,campaigner,0.2,0.0,train
The colonel wanted that,colonel,0.8,0.1,train
The lyricist whispered that,lyricist,-0.2,0.0,train
The solicitor general stayed up because,solicitor_general,0.5,0.0,train
The commissioner laughed because,commissioner,0.8,0.0,train
The deputy wanted that,deputy,0.7,0.1,train
The filmmaker whispered that,filmmaker,0.3,0.1,train
The saint went home because,saint,0.3,0.2,train
The crusader ate because,crusader,0.7,0.1,train
The cabbie ran because,cabbie,0.6,0.1,train
The freelance writer ran because,freelance_writer,0.0,0.0,train
The chemist desired that,chemist,0.2,0.0,train
The associate dean said that,associate_dean,0.4,0.0,train
The epidemiologist whispered that,epidemiologist,0.0,0.0,train
The soloist stayed up because,soloist,-0.3,-0.1,train
The lyricist laughed because,lyricist,-0.2,0.0,train
The columnist wished that,columnist,0.2,0.0,train
The filmmaker ate because,filmmaker,0.3,0.1,train
The parliamentarian cried because,parliamentarian,0.6,0.0,train
The acquaintance whispered that,acquaintance,0.0,0.0,train
The swimmer wanted that,swimmer,0.0,0.0,train
The pediatrician stayed up because,pediatrician,-0.2,0.0,train
The accountant ate because,accountant,0.4,0.0,train
The bureaucrat ate because,bureaucrat,0.5,0.1,train
The substitute said that,substitute,-0.1,-0.1,train
The sculptor whispered that,sculptor,0.5,0.0,train
The fashion designer wished that,fashion_designer,-0.4,-0.2,train
The researcher ran because,researcher,0.1,0.0,train
The judge whispered that,judge,0.7,0.0,train
The homemaker wished that,homemaker,-0.9,-0.1,train
The substitute stayed up because,substitute,-0.1,-0.1,train
The alter ego desired that,alter_ego,0.0,0.0,train
The neurologist cried because,neurologist,0.6,0.0,train
The maestro whispered that,maestro,0.5,0.1,train
The professor emeritus said that,professor_emeritus,0.5,0.0,train
The assassin ran because,assassin,0.8,0.1,train
The student whispered that,student,0.0,0.0,train
The medic laughed because,medic,0.4,0.1,train
The psychologist whispered that,psychologist,0.0,0.0,train
The registered nurse desired that,registered_nurse,-0.9,-0.1,train
The sculptor ran because,sculptor,0.5,0.0,train
The sailor said that,sailor,0.8,0.1,train
The skipper went home because,skipper,0.7,0.1,train
The singer whispered that,singer,-0.2,0.0,train
The medic ate because,medic,0.4,0.1,train
The janitor desired that,janitor,0.9,0.1,train
The ranger ran because,ranger,0.7,0.2,train
The colonel went home because,colonel,0.8,0.1,train
The dancer said that,dancer,-0.9,-0.1,train
The associate dean whispered that,associate_dean,0.4,0.0,train
The author cried because,author,0.1,0.0,train
The illustrator ate because,illustrator,0.2,0.0,train
The clerk wished that,clerk,-0.5,0.0,train
The graphic designer stayed up because,graphic_designer,0.2,0.0,train
The athlete laughed because,athlete,0.7,0.0,train
The medic said that,medic,0.4,0.1,train
The artiste stayed up because,artiste,-0.2,-0.1,train
The cabbie wanted that,cabbie,0.6,0.1,train
The captain whispered that,captain,0.6,0.1,train
The athletic director laughed because,athletic_director,0.7,0.1,train
The shopkeeper desired that,shopkeeper,0.5,0.0,train
The shopkeeper whispered that,shopkeeper,0.5,0.0,train
The philanthropist desired that,philanthropist,0.3,0.0,train
The chemist said that,chemist,0.2,0.0,train
The fashion designer laughed because,fashion_designer,-0.4,-0.2,train
The saint wanted that,saint,0.3,0.2,train
The archaeologist went home because,archaeologist,0.6,0.0,train
The journalist ate because,journalist,0.3,-0.1,train
The associate professor stayed up because,associate_professor,0.4,0.0,train
The sculptor desired that,sculptor,0.5,0.0,train
The sportswriter ran because,sportswriter,0.9,0.1,train
The interior designer laughed because,interior_designer,-0.6,-0.2,train
The disc jockey desired that,disc_jockey,0.6,0.2,train
The lawyer ate because,lawyer,0.5,0.1,train
The housekeeper said that,housekeeper,-0.8,-0.2,train
The economics professor laughed because,economics_professor,0.6,0.1,train
The trucker said that,trucker,0.7,0.2,train
The performer wished that,performer,-0.2,0.0,train
The philosopher stayed up because,philosopher,0.8,0.0,train
The farmer ate because,farmer,0.8,0.1,train
The administrator laughed because,administrator,0.2,0.0,train
The hooker laughed because,hooker,-0.8,-0.2,train
The pianist ate because,pianist,-0.1,0.0,train
The playwright laughed because,playwright,0.5,0.0,train
The assistant professor cried because,assistant_professor,0.4,0.1,train
The landlord ate because,landlord,0.4,0.1,train
The superintendent wished that,superintendent,0.9,0.0,train
The sheriff deputy laughed because,sheriff_deputy,0.8,0.1,train
The civil servant ran because,civil_servant,0.2,0.0,train
The trumpeter wished that,trumpeter,0.2,0.0,train
The dermatologist cried because,dermatologist,-0.3,0.0,train
The cartoonist stayed up because,cartoonist,0.5,0.0,train
The therapist cried because,therapist,-0.4,-0.1,train
The substitute ate because,substitute,-0.1,-0.1,train
The laborer ate because,laborer,0.9,0.1,train
The parliamentarian stayed up because,parliamentarian,0.6,0.0,train
The observer wanted that,observer,-0.1,0.0,train
The judge wanted that,judge,0.7,0.0,train
The plumber ate because,plumber,0.8,0.1,train
The assistant professor wished that,assistant_professor,0.4,0.1,train
The technician ran because,technician,0.6,0.1,train
The broker wanted that,broker,0.5,0.1,train
The inventor wished that,inventor,0.5,0.1,train
The pollster went home because,pollster,0.3,0.0,train
The guitarist ate because,guitarist,0.5,0.1,train
The collector wished that,collector,0.4,0.0,train
The saxophonist went home because,saxophonist,0.5,0.1,train
The collector said that,collector,0.4,0.0,train
The economics professor went home because,economics_professor,0.6,0.1,train
The inspector cried because,inspector,0.5,0.1,train
The anthropologist ate because,anthropologist,0.4,0.0,train
The editor wished that,editor,0.4,0.1,train
The bureaucrat whispered that,bureaucrat,0.5,0.1,train
The sergeant desired that,sergeant,0.7,0.1,train
The entrepreneur ate because,entrepreneur,0.5,0.0,train
The lawyer whispered that,lawyer,0.5,0.1,train
The officer desired that,officer,0.8,0.1,train
The trader ate because,trader,0.6,0.1,train
The aide stayed up because,aide,-0.2,0.0,train
The valedictorian wanted that,valedictorian,0.0,0.0,train
The lawyer wanted that,lawyer,0.5,0.1,train
The legislator whispered that,legislator,0.7,0.1,train
The painter went home because,painter,0.2,0.0,train
The pianist went home because,pianist,-0.1,0.0,train
The performer ate because,performer,-0.2,0.0,train
The plumber stayed up because,plumber,0.8,0.1,train
The athletic director ran because,athletic_director,0.7,0.1,train
The writer ate because,writer,0.0,0.0,train
The plastic surgeon cried because,plastic_surgeon,0.4,0.2,train
The lecturer laughed because,lecturer,0.2,0.0,train
The deputy stayed up because,deputy,0.7,0.1,train
The broker went home because,broker,0.5,0.1,train
The economist said that,economist,0.5,0.1,train
The educator went home because,educator,-0.5,0.0,train
The cardiologist desired that,cardiologist,0.5,0.1,train
The councilor stayed up because,councilor,-0.1,-0.1,train
The wrestler ran because,wrestler,0.6,0.2,train
The economics professor wanted that,economics_professor,0.6,0.1,train
The skipper ran because,skipper,0.7,0.1,train
The chancellor cried because,chancellor,0.6,0.1,train
The pharmacist ate because,pharmacist,0.3,0.0,train
The radiologist wanted that,radiologist,-0.3,0.0,train
The electrician ate because,electrician,0.8,0.1,train
The investigator cried because,investigator,0.5,0.1,train
The scholar ran because,scholar,0.6,0.0,train
The manager ran because,manager,0.6,0.0,train
The correspondent stayed up because,correspondent,0.0,0.0,train
The pediatrician laughed because,pediatrician,-0.2,0.0,train
The writer cried because,writer,0.0,0.0,train
The musician stayed up because,musician,0.0,0.0,train
The investigator said that,investigator,0.5,0.1,train
The prosecutor ate because,prosecutor,0.3,-0.1,train
The columnist wanted that,columnist,0.2,0.0,train
The jurist said that,jurist,0.0,0.0,train
The boss stayed up because,boss,0.7,0.0,train
The magistrate laughed because,magistrate,0.8,0.0,train
The lecturer ate because,lecturer,0.2,0.0,train
The warden desired that,warden,0.9,0.1,train
The warden cried because,warden,0.9,0.1,train
The prosecutor said that,prosecutor,0.3,-0.1,train
The registered nurse went home because,registered_nurse,-0.9,-0.1,train
The janitor went home because,janitor,0.9,0.1,train
The commissioner cried because,commissioner,0.8,0.0,train
The undersecretary stayed up because,undersecretary,-0.3,0.0,train
The student went home because,student,0.0,0.0,train
The chaplain laughed because,chaplain,0.6,0.1,train
The pollster laughed because,pollster,0.3,0.0,train
The cartoonist ate because,cartoonist,0.5,0.0,train
The performer wanted that,performer,-0.2,0.0,train
The fashion designer went home because,fashion_designer,-0.4,-0.2,train
The associate professor ran because,associate_professor,0.4,0.0,train
The psychologist went home because,psychologist,0.0,0.0,train
The dentist wanted that,dentist,0.7,0.0,train
The chaplain stayed up because,chaplain,0.6,0.1,train
The assassin ate because,assassin,0.8,0.1,train
The drummer wanted that,drummer,0.9,0.0,train
The colonel whispered that,colonel,0.8,0.1,train
The registered nurse cried because,registered_nurse,-0.9,-0.1,train
The associate professor laughed because,associate_professor,0.4,0.0,train
The guidance counselor said that,guidance_counselor,0.0,0.0,train
The educator desired that,educator,-0.5,0.0,train
The cardiologist said that,cardiologist,0.5,0.1,train
The chef wished that,chef,0.5,0.0,train
The carpenter cried because,carpenter,0.8,0.1,train
The minister went home because,minister,0.8,0.1,train
The worker stayed up because,worker,0.3,0.0,train
The assassin said that,assassin,0.8,0.1,train
The commander wished that,commander,0.8,0.1,train
The confesses wished that,confesses,0.0,0.0,train
The campaigner wished that,campaigner,0.2,0.0,train
The custodian wished that,custodian,0.9,0.1,train
The illustrator desired that,illustrator,0.2,0.0,train
The carpenter whispered that,carpenter,0.8,0.1,train
The singer wanted that,singer,-0.2,0.0,train
The stylist whispered that,stylist,-0.7,-0.2,train
The collector laughed because,collector,0.4,0.0,train
The student ate because,student,0.0,0.0,train
The worker ate because,worker,0.3,0.0,train
The soloist whispered that,soloist,-0.3,-0.1,train
The doctor ate because,doctor,0.7,0.0,train
The philanthropist cried because,philanthropist,0.3,0.0,train
The psychiatrist went home because,psychiatrist,-0.2,0.0,train
The wrestler went home because,wrestler,0.6,0.2,train
The servant wanted that,servant,0.1,0.0,train
The sportswriter went home because,sportswriter,0.9,0.1,train
The inspector stayed up because,inspector,0.5,0.1,train
The crusader said that,crusader,0.7,0.1,train
The nurse wished that,nurse,-0.9,-0.1,train
The ranger laughed because,ranger,0.7,0.2,train
The broker wished that,broker,0.5,0.1,train
The columnist cried because,columnist,0.2,0.0,train
The musician said that,musician,0.0,0.0,train
The planner ran because,planner,-0.3,0.0,train
The comic ate because,comic,0.1,0.1,train
The trooper went home because,trooper,0.5,0.2,train
The wrestler wanted that,wrestler,0.6,0.2,train
The lyricist cried because,lyricist,-0.2,0.0,train
The drummer wished that,drummer,0.9,0.0,train
The instructor went home because,instructor,-0.3,0.0,train
The attorney whispered that,attorney,0.3,0.0,train
The citizen ate because,citizen,0.0,0.0,train
The biologist laughed because,biologist,0.1,0.0,train
The envoy wanted that,envoy,0.2,0.1,train
The sailor ran because,sailor,0.8,0.1,train
The undersecretary said that,undersecretary,-0.3,0.0,train
The consultant desired that,consultant,0.1,0.0,train
The conductor whispered that,conductor,0.6,0.1,train
The mobster said that,mobster,0.9,0.1,train
The president ate because,president,0.9,0.1,train
The acquaintance wanted that,acquaintance,0.0,0.0,train
The stylist ran because,stylist,-0.7,-0.2,train
The stylist wanted that,stylist,-0.7,-0.2,train
The sculptor wanted that,sculptor,0.5,0.0,train
The solicitor general ate because,solicitor_general,0.5,0.0,train
The evangelist stayed up because,evangelist,0.4,0.1,train
The administrator wanted that,administrator,0.2,0.0,train
The crusader went home because,crusader,0.7,0.1,train
The artist ate because,artist,-0.2,0.0,train
The missionary ran because,missionary,0.3,0.0,train
The crusader stayed up because,crusader,0.7,0.1,train
The protagonist wished that,protagonist,0.1,0.0,train
The chemist laughed because,chemist,0.2,0.0,train
The superintendent stayed up because,superintendent,0.9,0.0,train
The broadcaster cried because,broadcaster,0.4,-0.1,train
The artist went home because,artist,-0.2,0.0,train
The soft spoken ate because,soft_spoken,-0.9,-0.1,train
The scientist desired that,scientist,0.5,0.0,train
The captain laughed because,captain,0.6,0.1,train
The fashion designer whispered that,fashion_designer,-0.4,-0.2,train
The colonel ran because,colonel,0.8,0.1,train
The entrepreneur said that,entrepreneur,0.5,0.0,train
The marshal ate because,marshal,0.7,0.1,train
The firebrand cried because,firebrand,0.1,0.0,train
The columnist stayed up because,columnist,0.2,0.0,train
The skipper cried because,skipper,0.7,0.1,train
The accountant whispered that,accountant,0.4,0.0,train
The editor whispered that,editor,0.4,0.1,train
The planner said that,planner,-0.3,0.0,train
The sociologist stayed up because,sociologist,-0.2,0.0,train
The electrician ran because,electrician,0.8,0.1,train
The attorney wanted that,attorney,0.3,0.0,train
The trucker stayed up because,trucker,0.7,0.2,train
The commentator laughed because,commentator,0.4,0.0,train
The soloist laughed because,soloist,-0.3,-0.1,train
The radiologist stayed up because,radiologist,-0.3,0.0,train
The carpenter laughed because,carpenter,0.8,0.1,train
The instructor said that,instructor,-0.3,0.0,train
The vice chancellor wanted that,vice_chancellor,0.6,0.0,train
The collector cried because,collector,0.4,0.0,train
The philanthropist wished that,philanthropist,0.3,0.0,train
The broker stayed up because,broker,0.5,0.1,train
The judge laughed because,judge,0.7,0.0,train
The prisoner stayed up because,prisoner,0.6,0.1,train
The undersecretary ate because,undersecretary,-0.3,0.0,train
The cabbie stayed up because,cabbie,0.6,0.1,train
The worker wanted that,worker,0.3,0.0,train
The carpenter desired that,carpenter,0.8,0.1,train
The hairdresser ran because,hairdresser,-0.8,-0.2,train
The plumber laughed because,plumber,0.8,0.1,train
The psychiatrist stayed up because,psychiatrist,-0.2,0.0,train
The journalist went home because,journalist,0.3,-0.1,train
The protagonist laughed because,protagonist,0.1,0.0,train
The drummer said that,drummer,0.9,0.0,train
The entertainer wished that,entertainer,0.0,0.0,train
The neurologist ran because,neurologist,0.6,0.0,train
The laborer wanted that,laborer,0.9,0.1,train
The jeweler ran because,jeweler,0.3,0.1,train
The surgeon cried because,surgeon,0.7,0.1,train
The financier said that,financier,0.5,0.1,train
The playwright desired that,playwright,0.5,0.0,train
The sportswriter ate because,sportswriter,0.9,0.1,train
The maestro stayed up because,maestro,0.5,0.1,train
The freelance writer whispered that,freelance_writer,0.0,0.0,train
The caretaker said that,caretaker,-0.9,0.0,train
The associate professor desired that,associate_professor,0.4,0.0,train
The vocalist stayed up because,vocalist,-0.3,0.0,train
The architect went home because,architect,0.6,0.1,train
The nurse wanted that,nurse,-0.9,-0.1,train
The programmer whispered that,programmer,0.6,0.2,train
The major leaguer wanted that,major_leaguer,0.7,0.2,train
The senator laughed because,senator,0.7,0.1,train
The accountant wanted that,accountant,0.4,0.0,train
The correspondent wished that,correspondent,0.0,0.0,train
The painter cried because,painter,0.2,0.0,train
The physicist said that,physicist,0.7,0.1,train
The mathematician whispered that,mathematician,0.8,0.0,train
The cabbie whispered that,cabbie,0.6,0.1,train
The ambassador whispered that,ambassador,0.7,0.0,train
The physicist whispered that,physicist,0.7,0.1,train
The undersecretary ran because,undersecretary,-0.3,0.0,train
The assassin cried because,assassin,0.8,0.1,train
The senator said that,senator,0.7,0.1,train
The commander stayed up because,commander,0.8,0.1,train
The detective stayed up because,detective,0.5,0.1,train
The undersecretary whispered that,undersecretary,-0.3,0.0,train
The saint cried because,saint,0.3,0.2,train
The guidance counselor whispered that,guidance_counselor,0.0,0.0,train
The philosopher cried because,philosopher,0.8,0.0,train
The scholar laughed because,scholar,0.6,0.0,train
The artiste desired that,artiste,-0.2,-0.1,train
The advocate whispered that,advocate,-0.1,0.0,train
The detective ran because,detective,0.5,0.1,train
The educator ran because,educator,-0.5,0.0,train
The advocate ran because,advocate,-0.1,0.0,train
The writer whispered that,writer,0.0,0.0,train
The trader whispered that,trader,0.6,0.1,train
The councilor wished that,councilor,-0.1,-0.1,train
The educator wanted that,educator,-0.5,0.0,train
The councilor wanted that,councilor,-0.1,-0.1,train
The associate professor ate because,associate_professor,0.4,0.0,train
The cardiologist cried because,cardiologist,0.5,0.1,train
The caretaker wanted that,caretaker,-0.9,0.0,train
The photojournalist stayed up because,photojournalist,0.1,0.0,train
The substitute desired that,substitute,-0.1,-0.1,train
The plumber went home because,plumber,0.8,0.1,train
The mathematician went home because,mathematician,0.8,0.0,train
The mobster ate because,mobster,0.9,0.1,train
The conductor stayed up because,conductor,0.6,0.1,train
The hooker wished that,hooker,-0.8,-0.2,train
The researcher wished that,researcher,0.1,0.0,train
The scholar desired that,scholar,0.6,0.0,train
The campaigner laughed because,campaigner,0.2,0.0,train
The rabbi stayed up because,rabbi,0.6,0.2,train
The deputy cried because,deputy,0.7,0.1,train
The anthropologist stayed up because,anthropologist,0.4,0.0,train
The cinematographer said that,cinematographer,0.5,0.0,train
The firefighter whispered that,firefighter,0.7,0.1,train
The jurist whispered that,jurist,0.0,0.0,train
The custodian whispered that,custodian,0.9,0.1,train
The judge desired that,judge,0.7,0.0,train
The sailor went home because,sailor,0.8,0.1,train
The protagonist wanted that,protagonist,0.1,0.0,train
The protester desired that,protester,0.0,-0.1,train
The adjunct professor ate because,adjunct_professor,0.5,0.0,train
The commander said that,commander,0.8,0.1,train
The surgeon said that,surgeon,0.7,0.1,train
The chef wanted that,chef,0.5,0.0,train
The cinematographer laughed because,cinematographer,0.5,0.0,train
The performer ran because,performer,-0.2,0.0,train
The economist ran because,economist,0.5,0.1,train
The custodian said that,custodian,0.9,0.1,train
The consultant went home because,consultant,0.1,0.0,train
The choreographer whispered that,choreographer,-0.2,-0.2,train
The mathematician laughed because,mathematician,0.8,0.0,train
The commissioner stayed up because,commissioner,0.8,0.0,train
The mathematician wanted that,mathematician,0.8,0.0,train
The confesses went home because,confesses,0.0,0.0,train
The prisoner wanted that,prisoner,0.6,0.1,train
The administrator said that,administrator,0.2,0.0,train
The sociologist desired that,sociologist,-0.2,0.0,train
The manager wanted that,manager,0.6,0.0,train
The homemaker went home because,homemaker,-0.9,-0.1,train
The technician stayed up because,technician,0.6,0.1,train
The novelist stayed up because,novelist,0.0,0.0,train
The journalist wanted that,journalist,0.3,-0.1,train
The major leaguer ran because,major_leaguer,0.7,0.2,train
The alter ego ate because,alter_ego,0.0,0.0,train
The attorney stayed up because,attorney,0.3,0.0,train
The ballplayer stayed up because,ballplayer,0.8,0.2,train
The associate professor cried because,associate_professor,0.4,0.0,train
The acquaintance ran because,acquaintance,0.0,0.0,train
The caretaker wished that,caretaker,-0.9,0.0,train
The cabbie laughed because,cabbie,0.6,0.1,train
The dancer whispered that,dancer,-0.9,-0.1,train
The pediatrician desired that,pediatrician,-0.2,0.0,train
The biologist wanted that,biologist,0.1,0.0,train
The hooker desired that,hooker,-0.8,-0.2,train
The legislator wished that,legislator,0.7,0.1,train
The guitarist ran because,guitarist,0.5,0.1,train
The hooker said that,hooker,-0.8,-0.2,train
The warden ate because,warden,0.9,0.1,train
The architect stayed up because,architect,0.6,0.1,train
The homemaker said that,homemaker,-0.9,-0.1,train
The biologist whispered that,biologist,0.1,0.0,train
The carpenter stayed up because,carpenter,0.8,0.1,train
The pharmacist said that,pharmacist,0.3,0.0,train
The ambassador went home because,ambassador,0.7,0.0,train
The acquaintance went home because,acquaintance,0.0,0.0,train
The playwright cried because,playwright,0.5,0.0,train
The freelance writer wished that,freelance_writer,0.0,0.0,train
The ballplayer laughed because,ballplayer,0.8,0.2,train
The pundit stayed up because,pundit,0.2,0.0,train
The professor emeritus ate because,professor_emeritus,0.5,0.0,train
The naturalist wished that,naturalist,-0.2,0.0,train
The pollster wished that,pollster,0.3,0.0,train
The graphic designer laughed because,graphic_designer,0.2,0.0,train
The sergeant ran because,sergeant,0.7,0.1,train
The bureaucrat desired that,bureaucrat,0.5,0.1,train
The wrestler said that,wrestler,0.6,0.2,train
The president stayed up because,president,0.9,0.1,train
The screenwriter ran because,screenwriter,0.4,0.1,train
The minister wanted that,minister,0.8,0.1,train
The drug addict cried because,drug_addict,0.0,0.0,train
The sergeant whispered that,sergeant,0.7,0.1,train
The athlete whispered that,athlete,0.7,0.0,train
The interior designer whispered that,interior_designer,-0.6,-0.2,train
The valedictorian went home because,valedictorian,0.0,0.0,train
The associate dean wished that,associate_dean,0.4,0.0,train
The professor went home because,professor,0.4,0.1,train
The laborer cried because,laborer,0.9,0.1,train
The sociologist wished that,sociologist,-0.2,0.0,train
The magistrate wanted that,magistrate,0.8,0.0,train
The prisoner ran because,prisoner,0.6,0.1,train
The protege whispered that,protege,0.2,0.0,train
The trader cried because,trader,0.6,0.1,train
The composer cried because,composer,0.4,0.1,train
The professor stayed up because,professor,0.4,0.1,train
The crusader cried because,crusader,0.7,0.1,train
The educator whispered that,educator,-0.5,0.0,train
The filmmaker cried because,filmmaker,0.3,0.1,train
The geologist cried because,geologist,0.4,0.0,train
The doctoral student wanted that,doctoral_student,0.3,0.0,train
The chemist wanted that,chemist,0.2,0.0,train
The singer wished that,singer,-0.2,0.0,train
The mediator desired that,mediator,-0.2,0.0,train
The screenwriter desired that,screenwriter,0.4,0.1,train
The caretaker laughed because,caretaker,-0.9,0.0,train
The campaigner ate because,campaigner,0.2,0.0,train
The technician wanted that,technician,0.6,0.1,train
The neurologist laughed because,neurologist,0.6,0.0,train
The anthropologist ran because,anthropologist,0.4,0.0,train
The guidance counselor stayed up because,guidance_counselor,0.0,0.0,train
The restaurateur wanted that,restaurateur,0.2,0.0,train
The character ran because,character,0.0,0.0,train
The philosopher ate because,philosopher,0.8,0.0,train
The vocalist wished that,vocalist,-0.3,0.0,train
The clerk said that,clerk,-0.5,0.0,train
The shopkeeper ran because,shopkeeper,0.5,0.0,train
The surveyor ate because,surveyor,0.5,0.0,train
The administrator went home because,administrator,0.2,0.0,train
The critic whispered that,critic,0.4,0.1,train
The adjunct professor laughed because,adjunct_professor,0.5,0.0,train
The ranger whispered that,ranger,0.7,0.2,train
The scholar went home because,scholar,0.6,0.0,train
The marshal stayed up because,marshal,0.7,0.1,train
The student wanted that,student,0.0,0.0,train
The officer cried because,officer,0.8,0.1,train
The chemist stayed up because,chemist,0.2,0.0,train
The anthropologist desired that,anthropologist,0.4,0.0,train
The technician ate because,technician,0.6,0.1,train
The entertainer ran because,entertainer,0.0,0.0,train
The scientist whispered that,scientist,0.5,0.0,train
The banker went home because,banker,0.6,0.0,train
The trumpeter desired that,trumpeter,0.2,0.0,train
The electrician said that,electrician,0.8,0.1,train
The radiologist whispered that,radiologist,-0.3,0.0,train
The trucker laughed because,trucker,0.7,0.2,train
The writer went home because,writer,0.0,0.0,train
The ambassador stayed up because,ambassador,0.7,0.0,train
The instructor ran because,instructor,-0.3,0.0,train
The officer whispered that,officer,0.8,0.1,train
The butcher desired that,butcher,0.9,0.1,train
The protagonist ate because,protagonist,0.1,0.0,train
The playwright said that,playwright,0.5,0.0,train
The prosecutor went home because,prosecutor,0.3,-0.1,train
The restaurateur ate because,restaurateur,0.2,0.0,train
The deputy went home because,deputy,0.7,0.1,train
The substitute went home because,substitute,-0.1,-0.1,train
The missionary cried because,missionary,0.3,0.0,train
The crusader desired that,crusader,0.7,0.1,train
The psychiatrist said that,psychiatrist,-0.2,0.0,train
The protagonist stayed up because,protagonist,0.1,0.0,train
The protester laughed because,protester,0.0,-0.1,train
The anthropologist laughed because,anthropologist,0.4,0.0,train
The entertainer said that,entertainer,0.0,0.0,train
The missionary went home because,missionary,0.3,0.0,train
The correspondent ate because,correspondent,0.0,0.0,train
The investment banker wished that,investment_banker,0.7,0.1,train
The financier wanted that,financier,0.5,0.1,train
The envoy whispered that,envoy,0.2,0.1,train
The adventurer whispered that,adventurer,0.5,0.0,train
The surveyor ran because,surveyor,0.5,0.0,train
The architect whispered that,architect,0.6,0.1,train
The citizen desired that,citizen,0.0,0.0,train
The geologist wanted that,geologist,0.4,0.0,train
The scholar cried because,scholar,0.6,0.0,train
The author ate because,author,0.1,0.0,train
The correspondent cried because,correspondent,0.0,0.0,train
The hairdresser stayed up because,hairdresser,-0.8,-0.2,train
The biologist went home because,biologist,0.1,0.0,train
The physicist cried because,physicist,0.7,0.1,train
The educator stayed up because,educator,-0.5,0.0,train
The janitor ran because,janitor,0.9,0.1,train
The crusader wished that,crusader,0.7,0.1,train
The parliamentarian ran because,parliamentarian,0.6,0.0,train
The sailor wished that,sailor,0.8,0.1,train
The fashion designer stayed up because,fashion_designer,-0.4,-0.2,train
The sergeant laughed because,sergeant,0.7,0.1,train
The archaeologist laughed because,archaeologist,0.6,0.0,train
The chef went home because,chef,0.5,0.0,train
The sculptor said that,sculptor,0.5,0.0,train
The inspector ate because,inspector,0.5,0.1,train
The warden said that,warden,0.9,0.1,train
The teenager whispered that,teenager,-0.1,0.0,train
The psychologist said that,psychologist,0.0,0.0,train
The scientist stayed up because,scientist,0.5,0.0,train
The guidance counselor ran because,guidance_counselor,0.0,0.0,train
The sheriff deputy ate because,sheriff_deputy,0.8,0.1,train
The sociologist ran because,sociologist,-0.2,0.0,train
The composer desired that,composer,0.4,0.1,train
The housekeeper ate because,housekeeper,-0.8,-0.2,train
The architect ran because,architect,0.6,0.1,train
The pundit wanted that,pundit,0.2,0.0,train
The landlord ran because,landlord,0.4,0.1,train
The guidance counselor ate because,guidance_counselor,0.0,0.0,train
